SHELF,URL,TITLE,AUTHOR,ILLUSTRATOR,YEAR,PUBLISHER,RATING,TOTAL_RATING,TOTAL_REVIEW,GENRES,DESCRIPTION,IMAGE_FILE,image_ok,brightness_mean,saturation_mean,warna_1,warna_pct_1,warna_h_1,warna_s_1,warna_v_1,warna_hex_1,warna_2,warna_pct_2,warna_h_2,warna_s_2,warna_v_2,warna_hex_2,warna_3,warna_pct_3,warna_h_3,warna_s_3,warna_v_3,warna_hex_3,warna_4,warna_pct_4,warna_h_4,warna_s_4,warna_v_4,warna_hex_4,warna_5,warna_pct_5,warna_h_5,warna_s_5,warna_v_5,warna_hex_5,warna_kategori,hue_dominant,teks_coverage,n_region_teks,ocr_teks,judul_match_score,error_modul_b,yolo_n_objek,yolo_objek,yolo_objek_unik,yolo_ada_manusia,detr_ada_manusia,detr_objek_n,detr_objek_list,gaya_ilustrasi,gaya_skor,gaya_prob_photograph,gaya_prob_hand_drawn,gaya_prob_abstract,gaya_prob_flat_graphic,gaya_prob_text_dominant,ocr_text,ocr_confidence,ocr_zone,clip_font_1,clip_score_1,clip_cat_1,clip_font_2,clip_score_2,clip_cat_2,clip_font_3,clip_score_3,clip_cat_3,clip_font_4,clip_score_4,clip_cat_4,clip_font_5,clip_score_5,clip_cat_5,clip_margin,tipe_font,font_source,match_type,typeface_kategori,typeface_low_conf,typeface_paper,typeface_paper_source,typeface_paper_low_conf
fiksi,https://www.goodreads.com/book/show/1441536.Balada_Si_Roy_1,Balada Si Roy 1: Joe,Gol A. Gong,,2002,Gramedia Pustaka Utama,3.91,380,42,"Sastra Indonesia, Fiksi, Novel, Drama, Petualangan","Remaja Roy mengayuh sepeda balapnya pelan-pelan.
""Ayo, Joe!"" seru Roy. Anjing herder itu menyalak kegirangan. Bulunya yang cokelat kehitaman berkilat. Gerak-geriknya melindungi majikannya dari bahaya.
Remaja Roy memang jadi pusat perhatian. Ke sekolah dengan sepeda balap dan anjing herder? Itu absurd. Sebuah objek sensasi. Lain waktu telinganya mendengar suara-suara centil, manja, genit, dan menggemaskan. Dia tahu itu untuknya. Dia memang keren. Badannya jangkung atletis. Tampan tapi tidak kolokan. Berbeda dari orang kebanyakan. Senyumnya memang memabukkan, bandel, dan khas berandal.
Remaja bandel ini paling gemar kemping, ke mana saja dia mau. Biasanya dia ber-liften bersama Joe ketika liburan sekolah. Ini memang akibat dari terlalu banyak membaca buku petualangan dan nonton film. Ketika ",2002_Balada_Si_Roy_1_Joe.jpg,True,0.3889,0.5548,hitam,45.0,95.62,214.08,28.76,#05181c,hijau,21.06,84.43,87.82,73.18,#304944,ungu,12.1,150.63,118.17,205.31,#cd6ecd,putih,10.95,80.58,12.76,228.86,#d9e4e0,oranye,10.89,13.6,100.32,191.62,#bf9574,hitam,95.62,0.9066,708.0,da  DY  bx  UU,50.0,,2,"dog, person",2,True,True,1,person,photograph,0.7164,0.7164,0.1714,0.0189,0.0107,0.0325,JOE,0.696,full,Playfair Display SC,0.247,modern_serif,Trajan Pro 3,0.2437,modern_serif,IM Fell English,0.2422,modern_serif,Judson,0.242,modern_serif,Piazzolla,0.24,modern_serif,0.0033,Playfair Display SC,CLIP_only,clip_unlisted,transitional_serif,True,Serif,from_existing,True
fiksi,https://www.goodreads.com/book/show/3193587-balada-si-roy-2,Balada Si Roy 2,Gola Gong,,2004,Beranda Hikmah,3.54,39,0,"Sastra Indonesia, Fiksi","Terbitan ulang (dan penggabungan) novelet ""Balada Si Roy 4: Bad Days"" & ""Balada Si Roy 5: Blue Ransel""
Si bandel kini ingat rumahnya. Ingat tiang-tiang yang menyangga atapnya. Ingat tanaman segar yang meniupkan hawa sejuk dari halaman. Dan orang-orang yang berlindung di dalamnya.
I am home, Mama! teriak batinnya. Oh, betapa dia sudah rindu ingin memeluk dan mencium kening mamanya. Mengantarkan jahitan-jahitan ke para langganannya. Dan memijiti pundak mamanya setelah letih menjahit.
Walau pengembaraannya belum usai, Roy akhirnya pulang juga ke rumah. Mamanya sudah semakin tua dan sakit-sakitan, sekolahnya telantar dan sebuah kepedihan menunggunya: Dewi Venus menikah dengan lelaki lain.
Roy gelisah lagi. Ia memang sudah di rumah tapi jiwa petualang dalam dadanya semakin berkobar. Lukanya han",2004_Balada_Si_Roy_2.jpg,True,0.6974,0.6402,biru,32.03,101.77,209.46,181.6,#217fb5,biru,23.5,94.11,158.42,224.27,#55cde0,biru,18.4,111.89,144.99,131.79,#394f83,biru,15.69,91.46,73.37,234.16,#a7e8ea,ungu,10.38,136.33,200.79,57.21,#240c39,biru,101.77,0.8976,993.0,"3  (177  4,  Y  Wi)  Hira  4  SS  GONE  2  GOL  NS  SDA  “  AN  yet  < »  ‘eps  LAS  S  SS  5S  SS  SS  SS  RA  SS  SL  =  roy  3  Pata  SS  ri  =  aan aan)  SSS  2  Ka  Sa  area)  poole :  Ce  cee nt",53.333.333.333.333.300,,0,,0,False,False,0,,photograph,0.476,0.476,0.1692,0.0217,0.0057,0.0423,BALADA,0.715,full,Piazzolla,0.2702,modern_serif,Rozha One,0.2623,modern_serif,Gloria Hallelujah,0.2615,script,Vidaloka,0.2613,modern_serif,Over the Rainbow,0.259,script,0.0079,Balada,DaFont,ocr_exact,unknown,False,Serif,weighted_vote,False
fiksi,https://www.goodreads.com/book/show/2023481.Balada_Si_Roy_2,Balada Si Roy 2: Avonturir,Gol A. Gong,,2002,Gramedia,3.94,278,14,"Sastra Indonesia, Fiksi, Novel","""Roy pergi, Ma,"" kata si bandel mencium kening mamanya. Anak beranak itu berangkulan. Sepi sekali pagi ini. Kini si bandel menyandang ranselnya. Menjadi petualang memang mengasyikkan. Semakin berat tantangannya, malah semakin asyik. Tapi, kadang kala para petualang suka lupa kepada ""raja diraja"" sesungguhnya. Yang di atas kita: Tuhan. Masih ingat tragedi Gunung Salak? Empat petualang yang tewas di pedalaman Irian? Budi Belek dan Tom di Sungai Alas? Dan papamu sendiri, Roy? Makanya jangan coba-coba menaklukkan alam. Apalagi melawannya. Itu berbahaya. Sungguh. Alam jangan ditaklukkan dan dilawan, tapi harus diakrabi. Jadikanlah alam itu sahabat, guru, dan bunda kita. Avonturir bandel itu baru saja melompat dari truk yang membawanya tadi. ""Makasih, Mas!"" katanya. Kini matahari entah sembunyi ",2002_Balada_Si_Roy_2_Avonturir.jpg,True,0.7754,0.296,putih,45.14,106.16,28.26,219.99,#c3cedb,biru,22.01,94.5,70.24,147.17,#6b8e93,merah,12.8,10.54,54.32,209.6,#d1b3a5,merah,10.48,3.06,205.17,201.42,#c93827,merah,9.57,169.55,197.23,189.24,#bd2b61,putih,106.16,0.9842,501.0,PA  A  yf  ka  2 DB  J ——  vs  ONTURIR  SZ,5.384.615.384.615.380,,1,person,1,True,False,0,,photograph,0.4454,0.4454,0.4105,0.0277,0.0343,0.0407,AVONTURIR ROY,0.734,full,Playfair Display SC,0.2527,modern_serif,Trajan Pro 3,0.2463,modern_serif,DM Serif Display,0.242,modern_serif,Judson,0.2387,modern_serif,IM Fell English,0.2376,modern_serif,0.0064,Playfair Display SC,CLIP_only,clip_unlisted,transitional_serif,True,Serif,from_existing,True
fiksi,https://www.goodreads.com/book/show/2023896.Balada_Si_Roy_3,Balada Si Roy 3: Rendez-Vous,Gol A. Gong,,2007,Gramedia,3.83,214,8,"Sastra Indonesia, Fiksi","Setelah pulang dari perjalanan jauh, pengembaraan yang belum lengkap, si bandel kini dihadapkan pada kenyataan hidup: mamanya sudah beranjak tua dan sakit-sakitan, sekolahnya telantar, dan yang paling menyebalkan : Dewi Venus disunting ke pelaminan oleh seorang pemburu!
Dewi Venus kawin! Begitu cepat segalanya berubah. Roy kini hanya bisa menghitung langkah, kegelisahan, dan kesepian yang merajamnya nanti. Setelah tahu begini, mesti pulang ke mana setelah lebih menggembara? Padahal dia pulang untuk mereguk kebahagiaan.
Ada seorang gadis cantik kini berdiri di sampingnya. Roy meliriknya. Dia sudah bisa menebaknya, tapi dadanya berguncang juga. Betapa bahagiannya dia, batinnya.
""Ini fotomu, Ani. Foto yang kamu berikan ketika saya berangkat avonturir dulu. Sudah lusuh dan bau keringat, ya? Sa",2007_Balada_Si_Roy_3_Rendez-Vous.jpg,True,0.6094,0.3395,biru,23.02,112.35,63.79,93.49,#464c5d,putih,22.43,71.71,16.13,231.18,#d9e7de,oranye,19.25,13.11,153.29,172.31,#ac7245,ungu,18.74,128.69,139.37,170.03,#664daa,oranye,16.57,16.43,76.0,102.32,#665848,biru,112.35,0.9196,719.0,SATA  <4  Pa  $i  DEZ-VOUS  of,5.555.555.555.555.550,,0,,0,False,False,0,,hand_drawn,0.3581,0.3307,0.3581,0.0139,0.0146,0.0642,RENDEZ-VOUS,0.818,full,Trajan Pro 3,0.2431,modern_serif,Judson,0.2422,modern_serif,Piazzolla,0.2421,modern_serif,Rozha One,0.2419,modern_serif,Playfair Display SC,0.2415,modern_serif,0.0009,Trajan Pro 3,Adobe Fonts,clip,modern_serif,True,Serif,from_existing,True
fiksi,https://www.goodreads.com/book/show/50034690-balada-supri,Balada Supri,Mochamad Nasrullah,,2019,Penerbit Anagram,3.77,73,26,"Sastra Indonesia, Fiksi","Maaf jika aku menemuimu begitu lama.
Berikan aku alasan yang masuk akal!
Salah seorang angkatan memopor kepalaku hingga aku hilang ingatan.
Aku percaya.
Dan beruntung aku disembuhkan oleh Si Nenek yang hutannya telah dibabat untuk jalan tol dan perkebunan sehingga ia harus menyadarkan orang-orang kota yang bertindak seenak dengkul mereka.
Pasti kau dimarah-marahi habis-habisan karena tidak membuatkannya kopi pahit?
Hampir setiap hari.
Bagaimana kau tahu aku di sini?
Aku diantar oleh Kuntilanak, bagaimana bapakku?
Ia mati bahagia.
***
""Naskah ini ditulis dengan jenaka dan mengisahkan jatuh-bangunnya sebuah keluarga empat generasi dalam gaya realisme magis. Melalui lintas generasi kita dibawa pada gambar lebih besar berbagai peristiwa yang pernah terjadi di Indonesia, menyeret para tokoh ke ",2019_Balada_Supri.jpg,True,0.5879,0.2668,merah,40.94,4.25,75.73,173.54,#ad817a,biru,20.44,119.87,78.36,66.11,#2e2e42,biru,19.63,95.74,42.59,223.03,#bad9df,merah,17.7,171.11,54.52,121.77,#795f67,hitam,1.29,91.08,231.69,3.71,#000303,merah,4.25,0.791,12822.0,BALADA SUPRI  MOCHAMAD NASRULLAH  ——  ———  aa”  =  “2  Sp  — >  =  =  SS  = Se  MAN  2  EX  ZS  SI  NG  4  LS  Ss  —  MK -A  N  TES  \SRwA  RS  tf pS  7 \€<  \,100.0,,1,bed,1,False,False,0,,hand_drawn,0.389,0.0901,0.389,0.3399,0.1199,0.0226,SUPRI BALADA,0.831,full,Rozha One,0.2612,modern_serif,Cairo,0.2541,sans_serif,GFS Didot,0.2536,modern_serif,IM Fell English,0.2532,modern_serif,Laila,0.253,slab_serif,0.0071,Balada,DaFont,ocr_partial,unknown,False,Serif,weighted_vote,False
puisi-asli,https://www.goodreads.com/book/show/22859185-bali-borneo,Bali Borneo: Antologi Puisi,Ni Made Purnama Sari,,2014,Halaman Moeka Publishing,4.0,1,0,"Sastra Indonesia, Puisi",,2014_Bali_Borneo_Antologi_Puisi.jpg,True,0.6857,0.1673,putih,32.06,106.09,25.07,231.16,#d0dbe7,biru,24.87,107.03,41.88,178.45,#95a2b2,biru,22.59,100.87,57.59,111.34,#56676f,biru,19.24,104.81,57.97,146.0,#718291,putih,1.24,25.04,1.66,254.18,#fefefd,putih,106.09,0.1229,88.0,bel 2  Antologi Puisi  Ni Made Purnama Sari,75.0,,0,,0,False,False,0,,photograph,0.6981,0.6981,0.0067,0.0385,0.0059,0.1931,Antologi Puisi BALI,0.788,full,Be Vietnam Pro,0.3163,sans_serif,Barlow Condensed,0.2942,sans_serif,Barlow,0.2904,sans_serif,Montserrat,0.2904,sans_serif,Nunito,0.2871,sans_serif,0.0221,Be Vietnam Pro,CLIP_only,clip_unlisted,sans_serif,False,Sans-serif,from_existing,False
fiksi,https://www.goodreads.com/book/show/5999195-bali,Bali: Kumpulan Cerpen,Putu Wijaya,,2004,KOMPAS,3.59,59,4,"Sastra Indonesia, Cerita Pendek",,2004_Bali_Kumpulan_Cerpen.jpg,True,0.3899,0.3805,biru,34.86,118.06,86.23,53.89,#232435,biru,21.72,113.6,76.93,118.38,#535b76,biru,20.72,107.73,153.03,53.88,#152335,biru,17.28,113.17,41.03,199.0,#a7aec7,biru,5.42,106.08,209.77,173.4,#1f61ad,biru,118.06,0.6275,641.0,KUMPULAN CERPEN  a  ba  a  as  id  ue  PUTU WIJAYA  &  a =  if  et,8.333.333.333.333.330,,5,person,1,True,True,2,person|tie,photograph,0.4485,0.4485,0.1046,0.0924,0.0266,0.0152,PUTU WIJAYA FAL,0.876,full,Piazzolla,0.2413,modern_serif,Rozha One,0.238,modern_serif,Rajdhani,0.2358,display,Kurale,0.2338,slab_serif,Sura,0.2265,slab_serif,0.0033,Piazzolla,Google Fonts,clip,humanist_serif,True,Serif,from_existing,True
fiksi,https://www.goodreads.com/book/show/5273557-banci-kalap,Banci Kalap,Nuril Basri,,2008,GagasMedia,3.72,43,7,"Sastra Indonesia, Humor, Fiksi","Nama gue Jajang. Selain fakta Emak ngelahirin gue waktu doi nyari kayu bakar di tengah hutan belantaraÑgak ada lagi yang menarik dari diri gue. Semuanya serba standar aja. S-T-D. Sampai akhirnya gue harus pindah tempat tinggal ke Tangerang, dan orang-orang di sana mulai ngata-ngatain gue bencong. Ya, bencong... bencong... BENCONG!!!! Dan najongnya, Bo, semester ini gue sekelompok sama geng Byuti yang laknatnya beda tipis sama setan. Teti, si ketua geng, bertanggung jawab bikin satu sekolahan manggil gue Neneng, Beti, Nancy, de-el-el. Belum lagi si Abim, cowoknya Teti; dia mah setan lekong benerrr! Cuman pas kerja kelompoknya beneran kejadian, sikap mereka berubah 180¼ sama gue. Teti bener-bener baik sama gue, bahkan mulai ngebiasain diri manggil nama gue yang bener. Lalu, Abim... dia juga ",2008_Banci_Kalap.jpg,True,0.7782,0.1776,putih,52.29,19.69,12.53,243.18,#f3efe8,merah,17.56,171.52,70.4,216.93,#d89dae,merah,12.73,5.47,140.89,197.88,#c56b59,merah,10.71,167.1,44.88,40.98,#282124,merah,6.69,8.29,54.51,53.26,#352d2a,putih,19.69,0.9015,705.0,aa §  ril Basri,37.5,,2,person,1,True,True,2,person|skateboard,photograph,0.611,0.611,0.0125,0.0064,0.0822,0.1302,Nuril BasrI,0.668,full,Rajdhani,0.2833,display,Piazzolla,0.2739,modern_serif,Rozha One,0.2731,modern_serif,Pirata One,0.257,display,Vidaloka,0.2556,modern_serif,0.0094,Rajdhani,Google Fonts,clip,sans_serif,True,Sans-serif,from_existing,True
fiksi,https://www.goodreads.com/book/show/13485525-banda-neira,Banda Neira,Mayon Soetrisno,,2001,Taramedia,4.38,26,5,"Sastra Indonesia, Fiksi","Buku ini memang berlatar belakang sejarah. Ia mampu mengurai berbagai hal tentang masa kolonialisai yang dimulai sejak abad ke-14. Ia bertutur tentang petualangan Colombus, Cornelis De Houtman, Pizzaro, Magelheans dan tokoh-tokoh penting zaman itu. Mayon telah menembus sekat-sekat sejarah dalam seketika, seolah hal itu hanya dibedakan oleh dimensi waktu dan ruang saja.
Novel ini bertutur lancar tentang berbagai wilayah secara menarik, mulai dari Nederland, Americas, Jepang, Banda Neira, Jacatra, Maccau, Java, Malaka hingga Pappua. Detail-detail wilayah tersebut mampu digambarkannya dengan uraian lugas dan tegas.
Imajinasi dan logika pembaca dicampur-adukkan dengan berbagai ketegangan, romantisme, hiruk-pikuk kolonialisasi, sekaligus kecamuk nafsu birahi. Emosi pembaca seolah sengaja diajak",2001_Banda_Neira.jpg,True,0.8152,0.2087,putih,72.17,21.02,27.52,228.38,#e4ddcc,merah,9.64,6.99,171.16,151.76,#974632,oranye,9.02,13.33,110.51,77.06,#4d3a2c,merah,7.63,9.64,71.54,240.4,#f0c1ad,merah,1.53,175.44,92.06,204.51,#cc828f,putih,21.02,0.6108,232.0,#1  Bestseller di Indonesia  Lema  BEAN KOK YANG LAN DAR  Tinta TOK. Las KAM ena  Gwenn nce. Cau ark Cree:  MM Keran. an Darto  Tes ewean Lima Tate  Ma  Soetrisno,5.454.545.454.545.450,,0,,0,False,False,1,book,text_dominant,0.816,0.0575,0.0436,0.0509,0.0125,0.816,Mayen Soetrisno,0.526,full,Dancing Script,0.308,script,Merienda,0.3075,script,Piazzolla,0.3069,modern_serif,Norican,0.3058,script,Patrick Hand,0.3051,script,0.0005,Dancing Script,CLIP_only,clip_unlisted,script,True,Script,from_existing,True
fiksi,https://www.goodreads.com/book/show/22024911-bandar,"Bandar: Keluarga, Darah, dan Dosa yang Diwariskan",Zaky Yamani,,2014,Gramedia Pustaka Utama,3.72,191,34,"Fiksi, Sastra Indonesia, Kriminal, Dewasa, Drama","Hidup adalah serangkaian persimpangan. Setiap keputusan yang kau ambil membawamu ke situasi berikutnya. Suka atau tidak, itulah yang kaudapatkan. Lalu kehidupan pun berlanjut, dan kau dibenturkan pada persimpangan baru.
Dewi tak pernah menyangka hidupnya sebagai perempuan kerap ditentukan kehendak banyak laki-laki, entah bapaknya, orang yang merenggut kegadisannya, bahkan suami-suami yang dia nikahi. Ketika tiba saatnya dia yang memegang kendali, giliran anak-anaknya yang akhirnya terjerumus ke lubang hitam.
Parlan, cucu Dewi, berharap memiliki kehidupan selain kehidupan yang dikenal keluarganya turun-temurun selama ini: sebagai bandar ganja. Tapi dia pun akhirnya dihadapkan pada persimpangan celaka itu: menjadi ahli waris bisnis keluarganya kendati hati kelesah, atau meninggalkan kerajaan","2014_Bandar_Keluarga,_Darah,_dan_Dosa_yang_Diwariskan.jpg",True,0.8923,0.0285,putih,59.21,1.99,0.35,239.75,#efefef,putih,25.41,123.39,2.39,240.19,#eeeef0,oranye,8.1,12.46,37.49,193.77,#c1b0a5,abu,4.75,47.4,30.01,132.29,#7b8474,kuning,2.53,26.01,78.82,102.03,#666247,putih,1.99,0.4056,254.0,"Bandar  Keluarga, Darah, dan Dosa yang Diwariskan  (uu  ti  7  ""  Or  ""hp  Zaky Yamani",9.795.918.367.346.930,,0,,0,False,False,0,,hand_drawn,0.6584,0.0656,0.6584,0.0197,0.0029,0.0179,Bandar,0.829,full,Indie Flower,0.2096,script,Alex Brush,0.2006,script,Great Vibes,0.1989,script,Homemade Apple,0.1981,script,Patrick Hand,0.1948,script,0.009,Bandar,DaFont,ocr_exact,unknown,False,Script,weighted_vote,False
